iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
79,0.7008541596686861,0.022334061121337383,0.7564733994020648,0.0051693395797813265,0.4831081706445038,0.06665003236384863,0.3381498333215265,0.0046440254162468456
80,0.7010750109061733,0.022345013010510655,0.7573555830820148,0.005496908392249826,0.4829426475167778,0.06669949358809213,0.33766292614849774,0.005056931031467473
81,0.7013282169140652,0.021262476707796994,0.7576247668494933,0.0056439200976445385,0.4829771655161501,0.06676331324648192,0.33686372190004155,0.0052819810916701045
82,0.7015883661575785,0.02128685712502216,0.7580591802194088,0.0051333789219571045,0.48319495838821114,0.06656677625591662,0.3361323879156524,0.0052186087092346576
83,0.7013167593723486,0.020971755166413045,0.75812549994499,0.006230662429103371,0.4834774052679721,0.06660748998033303,0.3352416876315148,0.005023720601173344
84,0.7015080156028638,0.020808576911926915,0.758551169541211,0.006271528162187516,0.4835311509056227,0.06665022765588573,0.3345350983146434,0.0046406953363210025
85,0.7005286063424336,0.022297444202185657,0.7584884133375256,0.006211711821734425,0.4836871026890791,0.06699374842511445,0.33415409134139895,0.004546612682373681
86,0.701228422180371,0.0223315899850089,0.759387864929508,0.006278828439571782,0.48368857043631264,0.06690675027597273,0.3335220316249275,0.004176363747881239
87,0.700909153524708,0.021658319754924743,0.7603445416280695,0.005305013380894835,0.48393173843646264,0.06703923160830741,0.3326749783548233,0.0036581355447895605
88,0.7011422514291578,0.021382525621925115,0.7607965341372667,0.005123519088034358,0.4845393668722874,0.06813985967507387,0.33212981665971963,0.003775224091992731
89,0.700430020003847,0.021162463730746768,0.7615616718093919,0.004989153102387575,0.4847835096139278,0.0682105706885175,0.33159639254031403,0.003924878500811353
90,0.6991526841005913,0.02124333968040222,0.7624866601676245,0.005231488541781137,0.48488158321580155,0.06822106364970726,0.33084848691388724,0.0036315623278615613
91,0.6992303357907461,0.018901074195905018,0.7629932847253007,0.004532565466066577,0.48663150016315154,0.07027074058368861,0.3302696517550822,0.0034797287303625036
92,0.6992303357907461,0.018901074195905018,0.7635978518250702,0.004484057513206047,0.4872223415337055,0.07025338776884979,0.32985245613250347,0.0032865756618647496
93,0.6992303357907461,0.018901074195905018,0.7634863079100288,0.003917307576991996,0.48798811485605464,0.07139831773635213,0.3296164516662503,0.0032034792975131786
94,0.6986992831294446,0.018884737382151927,0.7643844522150317,0.004432717353226303,0.48868328563864266,0.07188866071547786,0.32913757513891906,0.00321105553989985
95,0.698447504426306,0.019641234395735743,0.7650548011433111,0.005608515405874626,0.4891680285847272,0.0716640652468989,0.3284386538042655,0.0034070132508078692
96,0.6984136996983505,0.018871376957065696,0.7650679024265375,0.005092372246439906,0.4903397491910278,0.07383920991725952,0.3277703077106843,0.0037604683667581654
97,0.6977125132409581,0.017977116931795,0.7652506019061758,0.005104685285301842,0.49040756386172635,0.07386537901049518,0.32767714083407007,0.003739178338794905
98,0.6977125132409581,0.017977116931795,0.7656305387100035,0.005320534941503431,0.49047659351634315,0.07379233224265186,0.3274718524516196,0.003807651684439715
99,0.6979606571116064,0.017719555361481336,0.7658947309684411,0.005184224642160535,0.4910866394739247,0.07390283324129762,0.3269020738885273,0.003954832444257083
100,0.6981770468867129,0.018554426047608878,0.7669963060623297,0.005231001729192938,0.4920527048250133,0.0738872363362823,0.32605072786752637,0.003831899928042545
101,0.697700711993454,0.01805642766614339,0.7672643960999036,0.005223464630297557,0.49223348070828743,0.07416686746414228,0.3254850025281978,0.0037954380957741945
102,0.6972191655883411,0.018097944554190733,0.7681609408284986,0.004088481047188726,0.49340891083643623,0.07572408236941672,0.32525070543546036,0.0037237302481231303
103,0.6977307031946633,0.018672864170480297,0.7678257481325351,0.004103684282865644,0.4936980253771974,0.0756716144774617,0.3249559191527606,0.003676429558909507
104,0.6982795014073169,0.018326978117306846,0.7678248459138016,0.004800550994927743,0.49347148725446977,0.07588313971690404,0.32446651864692216,0.0037571676950414615
105,0.6985285492629221,0.018085108402527826,0.7677133930995097,0.005090003832782995,0.49410380932539066,0.07560227974112713,0.32407793701759985,0.0038445241314858125
106,0.6984527243237423,0.01969396460817145,0.7686314098073183,0.005109121857647077,0.49449192086526744,0.07555959943921417,0.3234965214055336,0.003951159818988787
107,0.6989380739275466,0.01890175764783848,0.7685174382065452,0.005472832277203259,0.494412540784679,0.07561429304818262,0.322777226438089,0.0042091964533135726
108,0.6979205776204292,0.017919799711476312,0.7696391332571706,0.006089598965554203,0.4952966951384338,0.07597040082148658,0.32217568623896853,0.004290514819605591
109,0.6962791182852819,0.015488623244398526,0.770238759918829,0.006446096252135625,0.4964095862336406,0.07638890785794657,0.321523291648683,0.0040514402010323105
110,0.6965258851819597,0.015217897986249292,0.7701970352757316,0.006372454749881454,0.49628471754143516,0.07651517737285503,0.3211944029851374,0.003787602849681805
111,0.6967233238735403,0.016885165083038573,0.7710183130539592,0.005621728834104598,0.4964131644890687,0.07649752495114549,0.3204100597816664,0.003903830975964631
112,0.6969696744776235,0.016585179908766224,0.7714617054128156,0.005164643194995817,0.49672437749745013,0.07660847554994833,0.3198231006295219,0.0035264279201212517
113,0.6972208145478028,0.017049756762245412,0.7717961962238264,0.005233164161686425,0.4980188764851327,0.0781415302034114,0.3193202481165917,0.003568816490180956
114,0.6977187280192869,0.016466829403410554,0.772353095494622,0.0045751787679444225,0.49806312773321737,0.0782502665451698,0.31907891413057043,0.003482520704335718
115,0.6969706643547696,0.017099852870479954,0.7724629157449789,0.004909984428107588,0.4978418686275872,0.07824300642347953,0.31869144401933713,0.0036863456284281612
116,0.6970064201559178,0.016799661864487524,0.7729078463110249,0.004749494851166172,0.4979716235883983,0.07833932525987874,0.3182583774033748,0.003676655189601808
117,0.6965062769295611,0.01780617706036841,0.7727836714946744,0.0053368005229984744,0.499512514642866,0.0795716160447992,0.31799294823346086,0.0038231776121770817
118,0.6977096339930189,0.018231133091272198,0.7741430736637942,0.004904830730935218,0.5010010667740503,0.07949355873188904,0.3173245676422067,0.0038555814530362256
